Laptop,Status,Brand,Model,CPU,RAM,Storage,GPU,Screen,Touch,Final Price
"ASUS Vivobook 17 F1704VA-AU083W Intel Core i5-1335U/16GB/512GB SSD/17.3""",New,Asus,VivoBook,Intel Core i5,16,512,,17.3,No,899
"HP EliteBook 1040 Intel Core i5-1235U/16GB/512GB SSD/14""",New,HP,EliteBook,Intel Core i5,16,512,,14,No,1624.46
"Lenovo V14 IML Intel Core i3-10110U/8GB/512GB SSD/14""",New,Lenovo,V14,Intel Core i3,8,512,,14,No,513.87
"Gigabyte AORUS 5 KE4-72ES314SD Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,1000,RTX 3060,15.6,No,1599
DellVostro 35681366x768,New,Dell,Vostro 3568,Intel Core i3,4GB,1TB HDD,INTEL,15.6,No,627.662
"HP Pavilion x360 14-ek0031ns Intel Core i7-1255U/16GB/512GB SSD/14"" Táctil",New,HP,Pavilion,Intel Core i7,16,512,,14,Yes,1267.58
DellInspiron 7779Full HD / Touchscreen 1920x1080,New,Dell,Inspiron 7779,Intel Core i7,16GB,512GB SSD,OTHER,17.3,Yes,1924.93
HPEliteBook 840Full HD 1920x1080,New,HP,EliteBook 840,Intel Core i5,4GB,500GB HDD,INTEL,14,No,1070
HPZBook 15IPS Panel Full HD 1920x1080,New,HP,ZBook 15,Intel Core i7,8GB,256GB SSD,OTHER,15.6,No,2385.03
HPEliteBook 840Full HD 1920x1080,New,HP,EliteBook 840,Intel Core i5,4GB,500GB HDD,INTEL,14,No,1103.1593
Lenovo Laptop,New,Lenovo,Ultrabook,Intel Core i7,12,256,INTEL,14,No,2125
AsusX541NA (N4200/4GB/1TB/W10)1366x768,New,Asus,X541NA (N4200/4GB/1TB/W10),Intel Pentium,4GB,1TB HDD,INTEL,15.6,No,480.43
DellLatitude 35801366x768,New,Dell,Latitude 3580,Intel Core i5,8GB,128GB SSD,INTEL,15.6,No,866.7
"HP Victus 15-fa0004ns Intel Core i5-12500H/16GB/512GB SSD/GTX 1650/15.6""",New,HP,Victus,Intel Core i5,16,512,GTX 1650,15.6,No,1039
"Lenovo ThinkPad L13 Gen 3 Intel Core i5-1235U/16 GB/512GB SSD/13.3""",New,Lenovo,ThinkPad,Intel Core i5,16,512,,13.3,No,1423.48
MSIGS73VR 7RGFull HD 1920x1080,New,MSI,GS73VR 7RG,Intel Core i7,16GB,256GB SSD +  2TB HDD,OTHER,17.3,No,2620.4300000000003
"Apple MacBook Pro Intel Core i5/8GB/512GB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Pro,Intel Core i5,8,512,INTEL,13.3,No,1063.34
DellInspiron 35671366x768,New,Dell,Inspiron 3567,Intel Core i7,8GB,1TB HDD,AMD,15.6,No,862.4093
"Lenovo ThinkPad T470 Intel Core i5-7300U/8GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,512,,14,No,518.63
"Lenovo IdeaPad Flex 5 14ITL05 Intel Core i5-1135G7/8GB/512GB SSD/14"" Táctil",Refurbished,Lenovo,IdeaPad,Intel Core i5,8,512,,14,Yes,799
"HP ProBook 440 G8 Intel Core i5-1135G7/8GB/256GB SSD/14""",Refurbished,HP,ProBook,Intel Core i5,8,256,,14,No,1335.2
LenovoThinkpad P51Full HD 1920x1080,New,Lenovo,Thinkpad P51,Intel Core i7,16GB,512GB SSD,OTHER,15.6,No,2620.4300000000003
LenovoThinkPad E480IPS Panel Full HD 1920x1080,New,Lenovo,ThinkPad E480,Intel Core i7,8GB,256GB SSD,AMD,14,No,1300.4566000000002
HPEliteBook 850Full HD 1920x1080,New,HP,EliteBook 850,Intel Core i5,8GB,256GB SSD,AMD,15.6,No,1443.43
"MSI GL75 9SEK-074XES Intel Core i7-9750H/16GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,GL75,Intel Core i7,16,1000,RTX 2060,17.3,No,937.48
"Lenovo Yoga Creator 7 15IMH05 Intel Core i7-10750H/16GB/512GB SSD/GTX1650/15.6""",Refurbished,Lenovo,Yoga,Intel Core i7,16,512,GTX 1650,15.6,No,786.84
HPEliteBook 840Full HD 1920x1080,New,HP,EliteBook 840,Intel Core i7,8GB,512GB SSD,INTEL,14,No,2235.23
"Lenovo IdeaPad 5 Pro 14ITL6 Intel Core i7-1165G7/8GB/512GB SSD/14""",New,Lenovo,IdeaPad,Intel Core i7,8,512,,14,No,999
"ASUS ExpertBook B7 Flip B7402FBA-L90638X Intel Core i7-1260P/16GB/512GB SSD/14"" Táctil",New,Asus,ExpertBook,Intel Core i7,16,512,,14,Yes,2109
"ASUS Vivobook 14 F1402ZA-EK610 Intel Core i3-1215U/8GB/256GB SSD/14""",New,Asus,VivoBook,Intel Core i3,8,256,,14,No,459
"HP ZBook Firefly 16 G9 Intel Core i7-1265U/16GB/512GB SSD/Quadro T500/16""",New,HP,Zbook,Intel Core i7,16,512,T 500,16,No,1800.03
"Acer Predator Helios 300 PH315-54-76XV Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Acer,Predator,Intel Core i7,16,1000,RTX 3060,15.6,No,1098.29
DellInspiron 5770IPS Panel Full HD 1920x1080,New,Dell,Inspiron 5770,Intel Core i5,8GB,128GB SSD +  1TB HDD,AMD,17.3,No,1047.53
LenovoYoga 720-15IKBIPS Panel 4K Ultra HD / Touchscreen 3840x2160,New,Lenovo,Yoga 720-15IKB,Intel Core i7,16GB,512GB SSD,OTHER,15.6,Yes,2031.93
"HP ProBook 430 G7 8VT57EA Intel Core i7-10510U/16GB/512GB SSD/13.3""",Refurbished,HP,ProBook,Intel Core i7,16,512,,13.3,No,1420.98
"MSI GE66 Raider 10UG-602ES Intel Core i9-10980HK/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,Raider,Intel Core i9,32,1000,RTX 3070,15.6,No,1820.65
"Asus ROG Zephyrus G14 GA401IU-HA123T AMD Ryzen 9 4900HS/16GB/1TB SSD/GTX 1660 Ti/14""",Refurbished,Asus,ROG,AMD Ryzen 9,16,1000,GTX 1660,14,No,1277.64
"MSI Modern 15 A10RBS-484XES Intel Core i7-10510U/16GB/1TB SSD/MX350/15.6""",Refurbished,MSI,Modern,Intel Core i7,16,1000,,15.6,No,665.74
"MSI GS66 Stealth 10UG-480ES Intel Core i9-10980HK/64GB/2TB SSD/RTX 3070/15.6""",Refurbished,MSI,Stealth,Intel Core i9,64,2000,RTX 3070,15.6,No,2679.88
"Lenovo ThinkPad X1 Carbon Intel Core i7-8550U/8GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,512,,14,No,587.32
"Asus ZenBook S UX393EA-HK003T Intel Evo Core i7-1165G7/16GB/512GB SSD/13.9"" Táctil",Refurbished,Asus,ZenBook,Intel Evo Core i7,16,512,INTEL,13.9,Yes,1599
"Lenovo ThinkPad L590 Intel Core i5-8265U/8GB/512GB SSD/15.6""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,512,,15.6,No,651.6
HPEliteBook x360Full HD / Touchscreen 1920x1080,New,HP,EliteBook x360,Intel Core i5,4GB,256GB SSD,INTEL,13.3,Yes,1924.93
"Lenovo ThinkPad E14 Gen 2 Intel Core i5-1135G7/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,,14,No,1339.45
DellLatitude 7280Full HD / Touchscreen 1920x1080,New,Dell,Latitude 7280,Intel Core i5,8GB,256GB SSD,INTEL,12.5,Yes,1575.254
"ASUS VivoBook 15 K513EA-BQ1791T Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Refurbished,Asus,VivoBook,Intel Core i5,16,512,,15.6,No,749
"Apple MacBook Air Intel Core i3/8GB/256GB SSD/13.3"" Oro",Refurbished,Apple,MacBook Air,Intel Core i3,8,256,,13.3,No,727.37
MSI Laptop,New,MSI,Gaming,Intel Core i7,8,256,NVDIA,17.3,No,1714
RazerBlade ProFull HD 1920x1080,New,Razer,Blade Pro,Intel Core i7,16GB,1TB SSD,OTHER,14,No,3743.93
"Apple MacBook Pro Intel Core i5/16GB/1TB SSD/13.3"" Plata",Refurbished,Apple,MacBook Pro,Intel Core i5,16,1000,,13.3,No,1491.33
"Lenovo ThinkPad E15 Gen 2 Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Refurbished,Lenovo,ThinkPad,Intel Core i7,16,512,,15.6,No,973.89
"Gigabyte AERO 15 OLED WB-8ES5130SD Intel Core i7-10875H/16GB/512GB SSD/RTX 2070/15.6""",Refurbished,Gigabyte,Aero,Intel Core i7,16,512,RTX 2070,15.6,No,1128.54
Dell Laptop,New,Dell,Ultrabook,Intel Core i7,8,256,INTEL,12.5,No,2147
"MSI GE76 Raider 11UG-236ES Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Raider,Intel Core i7,32,1000,RTX 3070,17.3,No,2243.18
"MSI Creator Z16 HX Studio B13VGTO-032ES Intel Core i9-13950HX/64GB/1TB SSD/RTX 4070/16"" Táctil",New,MSI,Creator,Intel Core i9,64,1000,RTX 4070,16,Yes,3289.01
"Dell Precision 5470 Intel Core i7-12800H/16GB/512GB SSD/RTX A1000/14""",New,Dell,Precision,Intel Core i7,16,512,RTX A1000,14,No,3469
"Lenovo Thinkpad X1 Carbon Intel Evo Core i7-1165G7/32GB/1TB SSD/14""",New,Lenovo,ThinkPad,Intel Evo Core i7,32,1000,,14,No,3721.08
LenovoIdeaPad 320-15IAPFull HD 1920x1080,New,Lenovo,IdeaPad 320-15IAP,Intel Pentium,4GB,128GB SSD,INTEL,15.6,No,373.43
"Asus TUF Gaming A15 FA507RR-HN003 AMD Ryzen 7 6800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,Asus,TUF,AMD Ryzen 7,16,1000,RTX 3070,15.6,No,1999
"MSI GP76 Leopard 10UG-066XES Intel Core i7-10870H/16GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,RTX 3070,17.3,No,1283.54
"Acer Nitro 5 AN515-57-505V Intel Core i5-11400H/16GB/512GB SSD/RTX 3050Ti/15.6""",Refurbished,Acer,Nitro,Intel Core i5,16,512,RTX 3050,15.6,No,666.69
LenovoIdeaPad 320-15IAP1366x768,New,Lenovo,IdeaPad 320-15IAP,Intel Pentium,4GB,1TB HDD,INTEL,15.6,No,330.63
"ASUS TUF Gaming F15 FX506HE-HN012 Intel Core i5-11400H/16 GB/512GB SSD/RTX 3050Ti/15.6""",Refurbished,Asus,TUF,Intel Core i5,16,512,RTX 3050,15.6,No,949
"MSI GP76 Leopard 11UG-239XES Intel Core i7-11800H/16 GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,RTX 3070,17.3,No,1999
HPEliteBook 820Full HD 1920x1080,New,HP,EliteBook 820,Intel Core i7,8GB,256GB SSD,INTEL,12.5,No,1443.43
AsusX751SV-TY001T (N3710/4GB/1TB/GeForce1600x900,New,Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,Intel Pentium,4GB,1TB HDD,OTHER,17.3,No,567.1
"MSI GS75 Stealth 10SE-816XES Intel Core i7-10875H/32GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,Stealth,Intel Core i7,32,1000,RTX 2060,17.3,No,1196.48
"Asus VivoBook F515EA-BR283T Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,256,,15.6,No,499
MSI Modern 14 B10MW-614XPT Intel Core i7-10510U/16GB/512GB SSD/14'' (PT),Refurbished,MSI,Modern,Intel Core i7,16,512,INTEL,14,No,649
"Razer Blade 17 FHD 360Hz Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/17.3""",Refurbished,Razer,Blade,Intel Core i7,16,1000,RTX 3070,17.3,No,2899.99
"Razer Blade 17 4K 144Hz Intel Core i9-12900H/32GB/1TB SSD/RTX 3080Ti/17.3""",Refurbished,Razer,Blade,Intel Core i9,32,1000,RTX 3080,17.3,No,4699.99
AsusZenBook ProIPS Panel 4K Ultra HD 3840x2160,New,Asus,ZenBook Pro,Intel Core i7,12GB,128GB SSD +  1TB HDD,INTEL,15.6,No,1389.93
AsusFX550IK-DM018T (FX-9830P/8GB/1TB/RadeonFull HD 1920x1080,New,Asus,FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon,AMD FX,8GB,1TB HDD,AMD,15.6,No,747.9300000000001
"ASUS VivoBook F1605PA-MB147 Intel Core i7-11370H/8GB/512GB SSD/16""",New,Asus,VivoBook,Intel Core i7,8,512,,16,No,599.99
HP Laptop,New,HP,Notebook,Intel Core i7,8,256,INTEL,15.6,No,1548
"Acer Chromebook 713 CP713-2W Intel Core i3-10110U/8GB/128GB eMMC/13.5""",New,Acer,Chromebook,Intel Core i3,8,128,,13.5,No,792.55
"Apple MacBook Air Intel Core i3/8GB/256GB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Air,Intel Core i3,8,256,,13.3,No,710
AcerSpin SP111-31IPS Panel Full HD / Touchscreen 1920x1080,New,Acer,Spin SP111-31,Intel Celeron,4GB,32GB Flash Storage,INTEL,11.6,Yes,373.43
DellXPS 13Full HD 1920x1080,New,Dell,XPS 13,Intel Core i5,8GB,256GB SSD,INTEL,13.3,No,1496.93
"Asus Rog Strix G731GW-EV178 Intel Core i7-9750H/32GB/1TB SSD/RTX 2070/17.3""",Refurbished,Asus,ROG,Intel Core i7,32,1000,RTX 2070,17.3,No,1465.79
"HP 255 G8 AMD Ryzen 5 5500U/16 GB/512 GB SSD/15.6""",New,HP,255,AMD Ryzen 5,16,512,,15.6,No,595.01
DellAlienware 15Full HD 1920x1080,New,Dell,Alienware 15,Intel Core i5,16GB,128GB SSD +  1TB HDD,OTHER,15.6,No,2194.57
"MSI Pulse 17 B13VFK-072XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4060/17.3""",New,MSI,Pulse,Intel Core i7,16,1000,RTX 4060,17.3,No,1899
HP Laptop,New,HP,Notebook,Intel Core i5,8,256,INTEL,15.6,No,1480
"Acer Aspire 3 A317-53 Intel Core i3-1115G4/8GB/512GB SSD/17.3""",New,Acer,Aspire,Intel Core i3,8,512,,17.3,No,707.69
"Apple MacBook Pro Apple M1 Pro/16GB/1TB SSD/16.2"" Plata",Refurbished,Apple,MacBook Pro,Apple M1 Pro,16,1000,,16.2,No,2950
"Lenovo IdeaPad 3 15ITL6 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i3,8,256,,15.6,No,529
"HP EliteBook x360 830 G6 Intel Core i5-8265U/8GB/256GB SSD/13.3"" Táctil",Refurbished,HP,EliteBook,Intel Core i5,8,256,,13.3,Yes,555
"Acer TravelMate P2 Intel Core i5-1135G7/8GB/512GB SSD/14""",New,Acer,TravelMate,Intel Core i5,8,512,,14,No,803.61
HPEnvy 13-ad009nIPS Panel Full HD 1920x1080,New,HP,Envy 13-ad009n,Intel Core i7,8GB,256GB SSD,OTHER,13.3,No,1197.3300000000002
"HP Victus 16-E0100NS AMD Ryzen 5 5600H/8GB/512GB SSD/GTX 1650/16.1""",New,HP,Victus,AMD Ryzen 5,8,512,GTX 1650,16.1,No,792.65
MSIGT73EVR 7REFull HD 1920x1080,New,MSI,GT73EVR 7RE,Intel Core i7,16GB,512GB SSD +  1TB HDD,OTHER,17.3,No,2673.9300000000003
AsusZenBook FlipFull HD / Touchscreen 1920x1080,New,Asus,ZenBook Flip,Intel Core i7,8GB,512GB SSD +  512GB SSD,INTEL,13.3,Yes,1603.93
"ASUS F415EA-EK1005W Intel Core i5-1135G7/8GB/512GB SSD/14""",Refurbished,Asus,F415EA,Intel Core i5,8,512,,14,No,579
"Asus VivoBook S15 S533EA-BN246T Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Refurbished,Asus,VivoBook,Intel Core i7,16,512,,15.6,No,799
"Asus ROG Strix SCAR 17 G733QS-K4016T AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3080/17.3""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,RTX 3080,17.3,No,2052.74
Asus Laptop,New,Asus,Ultrabook,Intel Core i7,8,256,NVDIA,15.6,No,1334
"Dell Latitude 5540 Intel Core i5-1335U/8GB/256GB SSD/15.6""",New,Dell,Latitude,Intel Core i5,8,256,,15.6,No,1307.01
"Lenovo Yoga 7 14ARB7 AMD Ryzen 5 6600U/8GB/512GB SSD/14"" Táctil",New,Lenovo,Yoga,AMD Ryzen 5,8,512,,14,Yes,1311
HP250 G6Full HD 1920x1080,New,HP,250 G6,Intel Core i5,8GB,256GB SSD,INTEL,15.6,No,615.25
"Lenovo IdeaPad 5 15IIL05 Intel Core i7-1065G7/8 GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i7,8,512,,15.6,No,934.24
"MSI Raider GE78HX 13VI-063ES Intel Core i9-13980HX/64GB/2TB SSD/RTX 4090/17""",New,MSI,Raider,Intel Core i9,64,2000,RTX 4090,17,No,5199
"Apple MacBook Air Intel Core i5/8GB/256 GB SSD/13.3"" Plata",Refurbished,Apple,MacBook Air,Intel Core i5,8,256,INTEL,13.3,No,1098.08
"Gigabyte AERO 17 XE5-73PT738HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/17.3"" (PT)",New,Gigabyte,Aero,Intel Core i7,16,2000,RTX 3070,17.3,No,2228.59
"HP 15S-EQ2073NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,512,,15.6,No,479.61
Lenovo Laptop,New,Lenovo,Ultrabook,Intel Core i7,12,256,INTEL,14,No,2125
Dell Laptop,New,Dell,Gaming,Intel Core i5,8,256,NVDIA,15.6,No,1251
"Lenovo Legion 5 15IAH7H Intel Core i7-12700H/16GB/512GB SSD/RTX 3070/15.6""",New,Lenovo,Legion,Intel Core i7,16,512,RTX 3070,15.6,No,2389
HPProbook 4401366x768,New,HP,Probook 440,Intel Core i5,4GB,500GB HDD,INTEL,14,No,833.5300000000001
HPEliteBook 1030IPS Panel Quad HD+ / Touchscreen 3200x1800,New,HP,EliteBook 1030,,16GB,512GB SSD,INTEL,13.3,Yes,2102.55
"MSI Creator M16 B12UDX-809XES Intel Core i7-12650H/32GB/1TB SSD/RTX 3050/16""",New,MSI,Creator,Intel Core i7,32,1000,RTX 3050,16,No,1499.01
"ASUS ROG Strix G17 G713PI-HX004 AMD Ryzen 9 7945HX/32GB/1TB SSD/RTX 4070/17.3""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,RTX 4070,17.3,No,2499
"Lenovo IdeaPad 3 15ITL6 Intel Core i7-1165G7/16GB/512 GB SSD/15.6""",New,Lenovo,IdeaPad,Intel Core i7,16,512,,15.6,No,749
LenovoV310-15ISK (i5-7200U/4GB/1TB/FHD/W10)Full HD 1920x1080,New,Lenovo,V310-15ISK (i5-7200U/4GB/1TB/FHD/W10),Intel Core i5,4GB,1TB HDD,INTEL,15.6,No,587.4300000000001
"ASUS F1500EA-BQ3072 Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,512,INTEL,15.6,No,372
"Apple MacBook Pro Intel Core i7/16GB/512GB SSD/Radeon Pro 560X/15.4"" Plata",Refurbished,Apple,MacBook Pro,Intel Core i7,16,512,Radeon Pro RX 560X,15.4,No,977.08
"Asus VivoBook 15 OLED K513EA-L12437T Intel Core i7-1165G7/12GB/512GB SSD/15.6""",Refurbished,Asus,VivoBook,Intel Core i7,12,512,INTEL,15.6,No,799
AsusFX753VE-GC155T (i7-7700HQ/16GB/1TBFull HD 1920x1080,New,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Intel Core i7,16GB,256GB SSD +  1TB HDD,OTHER,17.3,No,1609.2800000000002
"HP 15S-FQ4048NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,8,512,,15.6,No,521.75
SamsungNotebook 9Full HD 1920x1080,New,Samsung,Notebook 9,Intel Core i7,8GB,256GB SSD,INTEL,15,No,1817.93
LenovoThinkpad P51IPS Panel 4K Ultra HD 3840x2160,New,Lenovo,Thinkpad P51,,32GB,1TB SSD,OTHER,15.6,No,5241.93
"Lenovo ThinkPad T14 Intel Core i5-10210U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,,14,No,1251.91
AcerExtensa EX25401366x768,New,Acer,Extensa EX2540,Intel Core i3,4GB,500GB HDD,INTEL,15.6,No,481.5
"MSI Pulse 15 B13VFK-448XES Intel Core i9-13900H/32GB/1TB SSD/RTX 4060/15.6""",New,MSI,Pulse,Intel Core i9,32,1000,RTX 4060,15.6,No,2399.01
"ASUS Vivobook Go E1504FA-BQ202W AMD Ryzen 3 7320U/8GB/256GB SSD/Radeon 610M/15.6""",New,Asus,VivoBook,AMD Ryzen 3,8,256,610 M,15.6,No,563.23
"MSI Creator Pro Z17 A12UMST-202ES Intel Core i7-12700H/32GB/1TB SSD/RTX A5500/17"" Táctil",Refurbished,MSI,Creator,Intel Core i7,32,1000,RTX A5500,17,Yes,4499
"Apple MacBook Air i5/4GB/256GB/13.3"" Plata",Refurbished,Apple,MacBook Air,Intel Core i5,4,256,,13.3,No,324
LenovoIdeaPad 300-17ISK1600x900,New,Lenovo,IdeaPad 300-17ISK,Intel Core i5,8GB,1.0TB HDD,AMD,17.3,No,705.13
"Asus Rog Strix G17 G713QR-HG053 AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3070/17.3""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,RTX 3070,17.3,No,1999
"Gigabyte AORUS 17G KD-72ES325SD Intel Core i7-11800H/16GB/512GB SSD/RTX 3060/17.3""",New,Gigabyte,Aorus,Intel Core i7,16,512,RTX 3060,17.3,No,1552.82
"Dell Vostro 5620 Intel Core i5-1240P/16GB/512GB SSD/16""",New,Dell,Vostro,Intel Core i5,16,512,,16,No,961.6
"Microsoft Surface Pro 8 4G LTE Intel Core i5-1145G7/16GB/512GB SSD/13"" Táctil Platino",New,Microsoft,Surface Pro,Intel Core i5,16,512,,13,Yes,1916.99
HPProbook 640Full HD 1920x1080,New,HP,Probook 640,Intel Core i5,8GB,256GB SSD,INTEL,14,No,1278.65
"Primux ioxbook 15R5C AMD Ryzen 5 3450U/8GB/512GB SSD/15.6""",New,Primux,Ioxbook,AMD Ryzen 5,8,512,INTEL,15.6,No,338.81
"ASUS P1511CEA-EJ791R Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Asus,P1511,Intel Core i7,8,512,,15.6,No,853.63
"Lenovo ThinkPad T440 Intel Core i5-4300U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,,14,No,399
"HP 15S-EQ1142NS AMD 3020e/4GB/128GB SSD/15.6""",New,HP,15S,AMD 3020e,4,128,,15.6,No,367.34
AsusE402WA-GA010T (E2-6110/2GB/32GB/W10)1366x768,New,Asus,E402WA-GA010T (E2-6110/2GB/32GB/W10),AMD E-Series,2GB,32GB Flash Storage,AMD,14,No,212.93
HPProBook 4501366x768,New,HP,ProBook 450,Intel Core i3,4GB,256GB SSD,INTEL,15.6,No,823.8893
"Microsoft Surface Pro X Microsoft SQ1/8 GB/256GB SSD/13"" Táctil",Refurbished,Microsoft,Surface Pro,Microsoft SQ1,8,256,,13,Yes,1299
"ASUS VivoBook 15 F1500EA-EJ3107 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,8,256,,15.6,No,454.23
"HP EliteBook x360 830 G6 Intel Core i5-8265U/8GB/256GB SSD/13.3"" Táctil",Refurbished,HP,EliteBook,Intel Core i5,8,256,INTEL,13.3,Yes,555
"MSI Stealth 14 Studio A13VE-052XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4050/14""",New,MSI,Stealth,Intel Core i7,16,1000,RTX 4050,14,No,1989.01
"ASUS ROG Strix SCAR 17 G733ZW-LL103W Intel Core i9-12900H/32GB/1TB SSD/RTX 3070Ti/17.3""",Refurbished,Asus,ROG,Intel Core i9,32,1000,RTX 3070,17.3,No,2999
"Asus Rog Zephyrus G14 GA401IU-HE002 AMD Ryzen 7 4800HS APU/16GB/1TB SSD/GTX1660Ti/14""",Refurbished,Asus,ROG,AMD Ryzen 7,16,1000,GTX 1660,14,No,854.59
Lenovo Laptop,New,Lenovo,Ultrabook,Intel Core i7,8,256,NVDIA,14,No,2417
"MSI Vector GP66 12UGS-249ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3070Ti/15.6""",Refurbished,MSI,Vector,Intel Core i7,32,1000,RTX 3070,15.6,No,2499
DellInspiron 55671366x768,New,Dell,Inspiron 5567,Intel Core i5,8GB,1TB HDD,AMD,15.6,No,683.7193000000001
"ASUS VivoBook F1500EA-EJ2535W Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,512,,15.6,No,449.9
"MSI GL75 Leopard 10SEK-261XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,RTX 2060,17.3,No,1007.59
"Medion Akoya S15449-MD62128 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Medion,Akoya,Intel Core i5,8,512,,15.6,No,669.01
"ASUS TUF GAMING A15 FA507NU-R77B46CS1 AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX4060/15.6"" (PT)",New,Asus,TUF,AMD Ryzen 7,16,512,RTX 4060,15.6,No,1499.96
"MSI Katana GF66 12UGS-665XES Intel Core i7-12700H/32GB/1TB SSD/RTX3070Ti/15.6""",Refurbished,MSI,Katana,Intel Core i7,32,1000,RTX 3070,15.6,No,1899
"MSI Titan GT77 HX 13VH-008ES Intel Core i9-13980HX/64GB/2TB SSD/RTX 4080/17.3"" + Bundle Gaming",New,MSI,Titan,Intel Core i9,64,2000,RTX 4080,17.3,No,4899
"HP Pavilion Gaming 16-A0008NS Intel Core i5-10300H/8GB/512GB SSD/GTX 1050/16.1""",Refurbished,HP,Pavilion,Intel Core i5,8,512,GTX 1050,16.1,No,545.38
AcerAspire A515-51G-37JSFull HD 1920x1080,New,Acer,Aspire A515-51G-37JS,Intel Core i3,4GB,256GB SSD,OTHER,15.6,No,612.0400000000001
"MSI Creator Pro Z17 A12UMST-202ES Intel Core i7-12700H/32GB/1TB SSD/RTX A5500/17"" Táctil",Refurbished,MSI,Creator,Intel Core i7,32,1000,RTX A5500,17,Yes,4499
"Apple MacBook Pro Apple M2 Pro 12 Núcleos/32GB/1TB SSD/16.2"" Gris Espacial",New,Apple,MacBook Pro,Apple M2 Pro,32,1000,,16.2,No,3499.01
LenovoIdeaPad 320-15IKBNFull HD 1920x1080,New,Lenovo,IdeaPad 320-15IKBN,Intel Core i5,4GB,128GB SSD,INTEL,15.6,No,500.7600000000001
"ASUS ROG Strix Scar 18 2023 G834JZ-N6004W Intel Core i9-13980HX/32GB/1TB SSD/RTX 4080/18""",New,Asus,ROG,Intel Core i9,32,1000,RTX 4080,18,No,3399
"Apple MacBook Air Intel Core i5/8GB/256GB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Air,Intel Core i5,8,256,,13.3,No,755
AcerAspire 51366x768,New,Acer,Aspire 5,,8GB,1TB HDD,AMD,15.6,No,619.5300000000001
FujitsuLifeBook A5561366x768,New,Fujitsu,LifeBook A556,Intel Core i5,4GB,256GB SSD,INTEL,15.6,No,694.4300000000001
